"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"3519","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"7959","k","f","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"5904","x","f","n","FALSE","n","FALSE","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","e"
"1050","x","f","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"3550","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1932","b","s","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"5558","f","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"3309","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"4020","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2726","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","e"
"2536","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"2442","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"5744","k","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"7010","x","f","w","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"5505","x","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"958","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"2674","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"2355","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1120","x","s","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"88","x","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"598","b","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3757","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","v","e"
"816","x","s","w","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3602","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"2197","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","e"
"975","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","e"
"513","x","f","w","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"302","b","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1018","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1894","x","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2065","x","f","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3220","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"3081","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","e"
"1487","x","f","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"3775","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","e"
"1136","x","f","n","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"7912","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","o","v","e"
"4498","f","s","n","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"8111","x","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","n","v","e"
"5467","k","y","n","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"3384","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","y","e"
"5386","f","s","p","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"857","f","s","y","TRUE","l","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1878","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"2279","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"667","f","y","n","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"7468","b","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","o","c","e"
"1150","f","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"7500","x","s","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"1802","x","f","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"2380","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","e"
"6999","x","s","g","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2857","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","e"
"3610","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"2608","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"2214","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","e"
"1724","x","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"5538","x","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"4108","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"7553","k","s","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"2959","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"2316","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"2170","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1046","x","s","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3446","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"95","x","s","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1187","f","s","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2554","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"217","x","s","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3578","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","e"
"7844","x","s","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"837","x","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2660","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"406","x","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"7591","b","s","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"117","s","f","g","FALSE","n","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","n","y","e"
"1113","x","y","n","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"7745","k","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"6915","b","s","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"631","f","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"2918","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"1967","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"500","b","s","y","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3529","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"6220","k","s","w","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2795","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"8031","k","s","w","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2246","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"238","b","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2014","f","f","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","e"
"6559","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","e"
"7908","b","f","w","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"1215","x","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1334","f","f","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"3482","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","v","e"
"405","x","s","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3624","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","e"
"2353","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"7984","x","s","g","FALSE","n","FALSE","w","b","g","e","?","s","k","w","w","p","w","t","p","w","n","e"
"1694","f","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"2414","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"546","x","s","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"5207","k","s","b","TRUE","n","FALSE","c","b","w","e","?","s","s","w","w","p","w","t","e","w","c","e"
"68","f","y","y","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"3770","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"4254","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"5815","f","f","c","FALSE","n","FALSE","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","e"
"1378","f","f","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"962","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"2201","x","s","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"5780","x","y","w","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","e"
"2583","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"587","s","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"2560","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","e"
"5285","x","y","r","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","e"
"3237","f","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"892","f","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"767","x","s","w","TRUE","l","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"7261","x","s","g","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","n","e"
"3124","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"2166","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"3471","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2412","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","e"
"2311","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","n","y","e"
"5703","f","f","c","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"3341","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"2525","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"5840","x","y","u","FALSE","n","FALSE","c","n","w","e","?","s","f","w","w","p","w","o","f","h","v","e"
"1919","f","f","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"636","b","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3792","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"2626","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1265","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2460","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","e"
"939","f","s","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"3000","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","v","e"
"2675","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"5631","x","y","n","FALSE","n","FALSE","w","n","w","e","b","s","s","w","n","p","w","o","e","w","v","e"
"2147","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1431","x","s","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"554","f","s","w","TRUE","l","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"3536","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"3034","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","v","e"
"118","x","y","y","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"2601","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"7753","k","f","g","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","s","e"
"2697","f","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"163","x","f","n","FALSE","n","FALSE","c","n","k","e","e","s","s","w","w","p","w","o","p","n","y","e"
"7209","k","f","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"1929","f","s","w","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"7873","k","s","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
"3556","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"7184","b","s","w","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"8002","x","y","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"1412","f","s","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3355","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2782","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"1551","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1321","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","e"
"309","f","y","n","TRUE","a","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"1910","f","s","w","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2621","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"3313","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"5234","x","s","n","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1498","x","s","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"7764","b","s","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","n","e"
"1074","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1753","x","f","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2451","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"3660","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"597","b","s","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"3553","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","e"
"98","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1219","f","f","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"7450","k","y","n","FALSE","n","FALSE","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","e"
"1354","f","s","n","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","e"
"5963","f","y","n","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"1781","x","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","e"
"1873","f","f","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"7456","f","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","b","v","e"
"1872","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2186","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"8069","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","b","c","e"
"86","x","s","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"5232","k","f","c","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"6195","b","s","g","FALSE","n","FALSE","w","b","w","e","?","s","k","w","w","p","w","t","p","w","n","e"
"3075","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"7379","k","s","g","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","s","e"
"2489","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"5281","k","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"239","x","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"5829","k","s","n","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"3343","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"3744","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"5222","x","y","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1162","x","f","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1068","f","f","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"2810","x","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","e"
"427","f","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1665","x","s","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"7345","k","s","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"3498","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","y","e"
"3450","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"7610","x","f","g","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"997","x","y","y","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2020","f","f","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"886","x","s","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2059","x","f","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"2205","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3675","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"665","b","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3974","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","e"
"245","f","f","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2936","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","e"
"7651","k","s","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"247","x","s","w","TRUE","l","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2620","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","e"
"2814","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"2712","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","p","p","w","o","p","n","y","e"
"1488","f","s","w","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1898","f","s","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2799","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
"438","x","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1822","x","f","n","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"3168","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","e"
"153","x","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"5899","f","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"1016","f","f","y","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"7972","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","n","v","e"
"1730","x","s","g","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"7041","x","f","g","FALSE","n","FALSE","w","b","g","e","?","k","s","w","w","p","w","t","p","w","s","e"
"2682","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","e"
"1950","x","f","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"11","x","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"7689","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","n","o","p","o","v","e"
"135","f","s","w","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"552","x","f","g","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1915","f","f","g","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"690","x","s","w","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","s","e"
"157","b","y","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1286","f","f","g","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","e"
"3262","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","e"
"2074","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","e"
"3289","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"7245","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","y","v","e"
"2247","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2249","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","e"
"528","x","s","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2596","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2312","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"237","x","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"5639","k","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"6991","k","s","g","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","n","e"
